Year;Month;Day;Agency;Article;Type;MediaType;CFD;CFV
2017;November;30;"Es gibt wieder ""Eins mehr!"" in vielen Supermärkten";"Es gibt wieder ""Eins mehr!"" in vielen Supermärkten";lus;Print;0;0
2017;November;30;"""Eins mehr!"" in Supermärkten";"""Eins mehr!"" in Supermärkten";lus;Print;0;0
2017;November;30;"""Eins mehr!"" für Berliner Bedürftige";"""Eins mehr!"" für Berliner Bedürftige";lus;Print;0;0
2017;November;30;"""Eins mehr!"" in Supermärkten";"""Eins mehr!"" in Supermärkten";lus;Print;0;0
2017;Dezember;2;"Im Supermarkt ""Eins Mehr"" für Bedürftige Berliner kaufen";"Im Supermarkt ""Eins Mehr"" für Bedürftige Berliner kaufen";lus;Print;0;0
2017;Dezember;5;Hertha-Freikarten für Tafel-Besucher;Hertha-Freikarten für Tafel-Besucher;t;Print;0;0
2017;Dezember;5;Hertha-Freikarten für Tafel-Besucher;Hertha-Freikarten für Tafel-Besucher;t;Print;0;0
2017;Dezember;6;"""Eins mehr!"" im Supermarkt";"""Eins mehr!"" im Supermarkt";lus;Print;0;0
2017;Dezember;6;Hertha-Spieler helfen bei Berliner Tafel mit;Hertha-Spieler helfen bei Berliner Tafel mit;t;Print;0;0
2017;Dezember;10;Geben, was gebraucht wird - Wie man Obdachlosen helfen kann;Geben, was gebraucht wird - Wie man Obdachlosen helfen kann;t;Print;0;0
2017;Dezember;13;Schlechte Nachricht für Bedürftige: Ausgabestelle von LuS muss schließen;Schlechte Nachricht für Bedürftige: Ausgabestelle von LuS muss schließen;lus;Print;0;0
2017;Dezember;16;"Spenden für bedürftige Menschen: ""I love Tegel""";"Spenden für bedürftige Menschen: ""I love Tegel""";lus;Print;0;0
2017;Dezember;19;Kistenweise Schokolade für Bedürftige;Kistenweise Schokolade für Bedürftige;lus;Print;0;0
2017;Dezember;19;Acht Tonnen Lebensmittel gespendet;Acht Tonnen Lebensmittel gespendet;lus;Print;0;0
2017;Dezember;19;Acht Tonnen Lebensmittel;Acht Tonnen Lebensmittel;lus;Print;0;0
2017;Dezember;19;Acht Tonnen-Spende an Lebensmitteln;Acht Tonnen-Spende an Lebensmitteln;lus;Print;0;0
2017;Dezember;19;Wussten sie, dass… Berliner acht Tonnen Lebensmittel gespendet haben?;Wussten sie, dass… Berliner acht Tonnen Lebensmittel gespendet haben?;lus;Print;0;0
2017;Dezember;20;Ein Abschied voller Wehmut - Ausgabestelle Hausstockweg ist geschlossen;Ein Abschied voller Wehmut - Ausgabestelle Hausstockweg ist geschlossen;lus;Print;0;0
2017;Dezember;21;Ehre, wem Ehre gebührt - Hannelore Köpping-Renk hilft Obdachlosen;Ehre, wem Ehre gebührt - Hannelore Köpping-Renk hilft Obdachlosen;t;Print;0;0
2017;Dezember;21;"Weihnachtsaktion ""I love Tegel""";"Weihnachtsaktion ""I love Tegel""";lus;Print;0;0
2017;Dezember;22;Immer mehr Rentnern bleibt nur die Tafel;Immer mehr Rentnern bleibt nur die Tafel;t;Print;0;0
2017;Dezember;23;Acht Tonnen Lebensmittel für Bedürftige gespendet;Acht Tonnen Lebensmittel für Bedürftige gespendet;lus;Print;0;0
2017;Dezember;24;Acht Tonnen Lebensmittel für Bedürftige gesammelt;Acht Tonnen Lebensmittel für Bedürftige gesammelt;lus;Print;0;0
2017;Dezember;27;Keine Räume, zu wenig Personal - Keine Tafeln für Bedürftige in Siemensstadt und Haselhorst;Keine Räume, zu wenig Personal - Keine Tafeln für Bedürftige in Siemensstadt und Haselhorst;lus;Print;0;0
2017;Dezember;0;Nächstenliebe in der Tollerstraße - eine Reportage aus dem Herzen Wilhelmsruhs;Nächstenliebe in der Tollerstraße - eine Reportage aus dem Herzen Wilhelmsruhs;lus;Print;0;0
2017;Januar;0;StarFM;Vostel und Grüne Woche;t;RADIO;0;0
2017;Januar;0;Radio Berlin;Grüne Woche;t;RADIO;0;0
2017;Januar;0;rbb;Wenn der Andi dem Ahmed die Wurst nicht gönnt;t;RADIO;0;0
2017;Februar;0;Radio Berlin;Fruit O-Töne;t;RADIO;0;0
2017;März;0;Radio Paradiso;In der Mitte der Gesellschaft;t;RADIO;0;0
2017;April;0;Radio B2;BT sucht Ehrenamtliche;t;RADIO;0;1
2017;April;0;Inforadio;RTL Vorwürfe;t;RADIO;0;0
2017;Mai;0;Berliner Rundfunk;Spendenaufruf neue Kühlzelle;t;RADIO;1;0
2017;Juli;0;Deutschlandfunkkultur;Flaschensammeln für Mindestlohn;t;RADIO;0;0
2017;Januar;0;rbb Abendschau;Soziales Engagement für Berlin (vostel);t;TV;0;0
2017;April;0;rbb Abendschau;BT sucht Ehrenamtliche;t;TV;0;0
2017;April;0;RTL Punkt 12;Ehrenamtliche veruntreuen Lebenesmittel;t;TV;0;0
2017;April;0;RTL Explosiv;Ehrenamtliche veruntreuen Lebenesmittel;t;TV;0;0
2017;April;0;rbb Abendschau;RTL Vorwürfe;t;TV;0;0
2017;April;0;rbb Abendschau;RTL Vorwürfe;t;TV;0;0
2017;September;0;Tagesschau;Bundestagswahl Familienpolitik;t;TV;0;0
