Received,Contribution (in euro),frequency,resource,personal_ID,company
2015-01-02,75.0,once,Geldspende,638222,0
2015-01-02,10.0,once,Mitgliedsbeitrag,173442,0
2015-01-02,22.5,once,Geldspende,435383,0
2015-01-02,50.0,once,Geldspende,638159,0
2015-01-02,3.0,once,Mitgliedsbeitrag,173534,0
2015-01-02,5.0,once,Mitgliedsbeitrag,173419,0
2015-01-02,50.0,once,Geldspende,427644,0
2015-01-02,50.0,once,Dauerspende,423066,0
2015-01-02,30.0,once,Dauerspende,285021,0
2015-01-02,40.0,once,Geldspende,638167,1
2015-01-02,2.75,once,Mitgliedsbeitrag,174511,0
2015-01-02,2.5,once,Dauerspende,284931,0
2015-01-02,3.0,once,Mitgliedsbeitrag,174520,0
2015-01-02,5.0,once,Mitgliedsbeitrag,173445,0
2015-01-02,50.0,once,Dauerspende,284921,0
2015-01-02,20.0,once,Dauerspende,284925,0
2015-01-02,2500.0,once,Geldspende,638155,0
2015-01-02,2.75,once,Mitgliedsbeitrag,174502,0
2015-01-02,100.0,once,Geldspende,638226,0
2015-01-02,10.0,once,Mitgliedsbeitrag,173553,0
2015-01-02,75.0,once,Geldspende,638206,0
2015-01-02,10.0,once,Geldspende,638212,0
2015-01-02,100.0,once,Geldspende,173580,0
2015-01-02,150.0,once,Zehnt,240658,1
2015-01-02,200.0,once,Geldspende,638214,1
2015-01-02,100.0,once,Geldspende,426505,0
2015-01-02,100.0,once,Geldspende,638218,0
2015-01-02,1028.2,once,Zehnt,240568,1
2015-01-02,100.0,once,Geldspende,638220,0
2015-01-02,20.0,once,Mitgliedsbeitrag,173543,0
2015-01-02,27.0,once,Geldspende,638224,0
2015-01-02,3.0,once,Mitgliedsbeitrag,173683,0
2015-01-02,10.0,once,Dauerspende,364937,0
2015-01-02,2000.0,once,Dauerspende,285184,1
2015-01-02,10.0,once,Mitgliedsbeitrag,356318,0
2015-01-02,3.0,once,Mitgliedsbeitrag,173410,0
2015-01-02,20.0,once,Geldspende,432442,0
2015-01-02,50.0,once,Dauerspende,284943,0
2015-01-02,60.0,once,Mitgliedsbeitrag,173632,0
2015-01-02,20.0,once,Dauerspende,284960,0
2015-01-02,100.0,once,Mitgliedsbeitrag,173676,0
2015-01-02,30.0,once,Mitgliedsbeitrag,174504,0
2015-01-02,40.0,once,Zehnt,240562,1
2015-01-02,5.0,once,Dauerspende,285067,0
2015-01-02,10.0,once,Dauerspende,285068,0
2015-01-02,2.75,once,Dauerspende,285070,0
2015-01-02,10.0,once,Dauerspende,364940,0
2015-01-02,10.0,once,Dauerspende,285072,0
2015-01-02,100.0,once,Geldspende,1547617,1
2015-01-02,10.0,once,Dauerspende,285075,0
2015-01-02,30.0,once,Dauerspende,284948,0
2015-01-02,5.0,once,Dauerspende,364939,0
2015-01-02,10.0,once,Dauerspende,285078,0
2015-01-02,25.0,once,Geldspende,435056,0
2015-01-02,25.0,once,Geldspende,285035,0
2015-01-02,10.0,once,Dauerspende,285053,0
2015-01-02,5.0,once,Mitgliedsbeitrag,173499,0
2015-01-02,2.75,once,Dauerspende,285076,0
2015-01-02,5.0,once,Mitgliedsbeitrag,173608,0
2015-01-02,25.0,once,Dauerspende,285042,0
2015-01-02,10.0,once,Mitgliedsbeitrag,598986,0
2015-01-02,5.0,once,Mitgliedsbeitrag,173718,0
2015-01-02,3.0,once,Mitgliedsbeitrag,173563,0
2015-01-02,2.79,once,Mitgliedsbeitrag,173594,0
2015-01-02,2.75,once,Dauerspende,284988,0
2015-01-02,10.0,once,Mitgliedsbeitrag,173483,0
2015-01-02,10.0,once,Dauerspende,286534,0
2015-01-02,5.0,once,Dauerspende,284985,0
2015-01-02,10.0,once,Mitgliedsbeitrag,173420,0
2015-01-02,5.0,once,Mitgliedsbeitrag,173551,0
2015-01-02,5.0,once,Dauerspende,285039,0
2015-01-02,15.0,once,Mitgliedsbeitrag,173724,0
2015-01-02,5.0,once,Mitgliedsbeitrag,173404,0
2015-01-02,15.0,once,Mitgliedsbeitrag,173657,0
2015-01-05,5.0,once,Dauerspende,638249,0
2015-01-05,60.0,once,Mitgliedsbeitrag,173525,0
2015-01-05,10.0,once,Dauerspende,285223,0
2015-01-05,5.0,once,Dauerspende,285215,0
2015-01-05,120.0,once,Mitgliedsbeitrag,173650,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173443,0
2015-01-05,5.0,once,Dauerspende,285189,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173552,0
2015-01-05,15.0,once,Dauerspende,285250,0
2015-01-05,3.0,once,Mitgliedsbeitrag,173614,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173647,0
2015-01-05,10.0,once,Dauerspende,285222,0
2015-01-05,5.5,once,Mitgliedsbeitrag,173530,0
2015-01-05,18.0,once,Mitgliedsbeitrag,174508,0
2015-01-05,25.0,once,Dauerspende,285218,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173704,0
2015-01-05,5.0,once,Mitgliedsbeitrag,174516,0
2015-01-05,20.0,once,Dauerspende,184400,0
2015-01-05,50.0,once,Dauerspende,285238,0
2015-01-05,10.0,once,Dauerspende,285224,0
2015-01-05,15.0,once,Dauerspende,285221,0
2015-01-05,10.0,once,Dauerspende,285212,0
2015-01-05,15.0,once,Mitgliedsbeitrag,173606,0
2015-01-05,60.0,once,Mitgliedsbeitrag,173685,0
2015-01-05,10.0,once,Mitgliedsbeitrag,174489,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173737,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173616,0
2015-01-05,10.0,once,Mitgliedsbeitrag,361320,0
2015-01-05,5.0,once,Mitgliedsbeitrag,174478,0
2015-01-05,150.0,once,Dauerspende,172679,0
2015-01-05,5.0,once,Mitgliedsbeitrag,174500,0
2015-01-05,100.0,once,Geldspende,638230,0
2015-01-05,150.0,once,Geldspende,240360,1
2015-01-05,10.0,once,Dauerspende,285214,0
2015-01-05,60.0,once,Mitgliedsbeitrag,173458,0
2015-01-05,60.0,once,Mitgliedsbeitrag,173459,0
2015-01-05,100.0,once,Geldspende,285438,0
2015-01-05,240.0,once,Mitgliedsbeitrag,173611,0
2015-01-05,100.0,once,Geldspende,407849,0
2015-01-05,12.0,once,Mitgliedsbeitrag,173581,0
2015-01-05,150.0,once,Zehnt,240511,1
2015-01-05,100.0,once,Geldspende,955325,0
2015-01-05,500.0,once,Geldspende,638239,0
2015-01-05,10.0,once,Dauerspende,284794,0
2015-01-05,3.0,once,Mitgliedsbeitrag,173570,0
2015-01-05,20.0,once,Mitgliedsbeitrag,380367,0
2015-01-05,15.0,once,Mitgliedsbeitrag,174507,0
2015-01-05,5.0,once,Dauerspende,285239,0
2015-01-05,10.0,once,Dauerspende,285253,0
2015-01-05,2.75,once,Mitgliedsbeitrag,174491,0
2015-01-05,60.0,once,Mitgliedsbeitrag,173582,0
2015-01-05,15.0,once,Dauerspende,603737,0
2015-01-05,3.0,once,Mitgliedsbeitrag,173698,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173532,0
2015-01-05,10.0,once,Dauerspende,638244,0
2015-01-05,10.0,once,Dauerspende,285252,0
2015-01-05,51.13,once,Dauerspende,285263,0
2015-01-05,25.0,once,Dauerspende,285266,0
2015-01-05,10.0,once,Dauerspende,285251,0
2015-01-05,30.0,once,Mitgliedsbeitrag,173481,0
2015-01-05,50.0,once,Dauerspende,285217,0
2015-01-05,20.0,once,Mitgliedsbeitrag,173547,0
2015-01-05,3.0,once,Dauerspende,285274,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173427,0
2015-01-05,10.0,once,Dauerspende,285416,0
2015-01-05,2.75,once,Mitgliedsbeitrag,174528,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173465,0
2015-01-05,2.75,once,Mitgliedsbeitrag,370519,0
2015-01-05,48.0,once,Mitgliedsbeitrag,173654,0
2015-01-05,10.0,once,Dauerspende,285259,0
2015-01-05,5.11,once,Mitgliedsbeitrag,174498,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173414,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173680,0
2015-01-05,4.0,once,Mitgliedsbeitrag,173717,0
2015-01-05,10.0,once,Dauerspende,326865,0
2015-01-05,10.0,once,Dauerspende,285422,0
2015-01-05,10.0,once,Dauerspende,284769,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173716,0
2015-01-05,20.0,once,Dauerspende,285275,0
2015-01-05,20.0,once,Dauerspende,286547,0
2015-01-05,2.75,once,Mitgliedsbeitrag,173727,0
2015-01-05,15.0,once,Mitgliedsbeitrag,173597,0
2015-01-05,5.0,once,Dauerspende,285273,0
2015-01-05,50.0,once,Dauerspende,285271,0
2015-01-05,5.0,once,Mitgliedsbeitrag,174510,0
2015-01-05,10.0,once,Mitgliedsbeitrag,174494,0
2015-01-05,50.0,once,Dauerspende,284767,0
2015-01-05,50.0,once,Dauerspende,285258,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173681,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173472,0
2015-01-05,100.0,once,Dauerspende,285426,0
2015-01-05,2.5,once,Dauerspende,285279,0
2015-01-05,5.0,once,Mitgliedsbeitrag,173705,0
2015-01-05,30.0,once,Mitgliedsbeitrag,173432,0
2015-01-05,9.0,once,Mitgliedsbeitrag,173454,0
2015-01-05,40.0,once,Dauerspende,285428,0
2015-01-05,10.0,once,Dauerspende,285415,0
2015-01-05,3.0,once,Mitgliedsbeitrag,173403,0
2015-01-05,15.0,once,Dauerspende,285432,0
2015-01-05,3.0,once,Mitgliedsbeitrag,173663,0
2015-01-05,30.0,once,Mitgliedsbeitrag,949934,0
2015-01-05,5.0,once,Dauerspende,285278,0
2015-01-05,9.0,once,Mitgliedsbeitrag,173653,0
2015-01-05,5.0,once,Dauerspende,285423,0
2015-01-05,30.0,once,Mitgliedsbeitrag,173504,0
2015-01-05,10.0,once,Mitgliedsbeitrag,173669,0
2015-01-05,30.0,once,Mitgliedsbeitrag,173642,0
2015-01-05,2.75,once,Dauerspende,290761,0
2015-01-05,60.0,once,Mitgliedsbeitrag,173673,0
2015-01-05,60.0,once,Mitgliedsbeitrag,173659,0
2015-01-05,500.0,once,Geldspende,1074923,0
2015-01-05,20.0,once,Dauerspende,285430,0
2015-01-05,5.0,once,Dauerspende,380496,0
2015-01-05,50.0,once,Dauerspende,469626,0
2015-01-05,10.0,once,Dauerspende,317549,0
2015-01-06,15.0,once,Dauerspende,285436,0
2015-01-06,5.0,once,Dauerspende,284792,0
2015-01-06,60.0,once,Mitgliedsbeitrag,173732,0
2015-01-06,4.0,once,Mitgliedsbeitrag,173640,0
2015-01-06,50.0,once,Dauerspende,285435,0
2015-01-06,5.0,once,Mitgliedsbeitrag,173479,0
2015-01-06,2.75,once,Dauerspende,284762,0
2015-01-06,10.0,once,Mitgliedsbeitrag,173452,0
2015-01-06,10.0,once,Geldspende,638500,0
2015-01-06,5.0,once,Mitgliedsbeitrag,173684,0
2015-01-06,5.0,once,Mitgliedsbeitrag,173671,0
2015-01-06,30.0,once,Mitgliedsbeitrag,173712,0
2015-01-06,33.0,once,Mitgliedsbeitrag,174475,0
2015-01-06,50.0,once,Mitgliedsbeitrag,173421,0
2015-01-06,24.0,once,Geldspende,173501,0
2015-01-06,36.0,once,Mitgliedsbeitrag,173501,0
2015-01-06,36.0,once,Mitgliedsbeitrag,173413,0
2015-01-06,5.0,once,Dauerspende,285442,0
2015-01-06,10.0,once,Mitgliedsbeitrag,174531,0
2015-01-06,10.0,once,Dauerspende,605837,0
2015-01-06,10.0,once,Dauerspende,365006,0
2015-01-06,50.0,once,Dauerspende,284789,0
2015-01-06,5.0,once,Mitgliedsbeitrag,173714,0
2015-01-06,30.0,once,Mitgliedsbeitrag,173411,0
2015-01-06,30.0,once,Spendenformular,634478,0
2015-01-06,5.0,once,Dauerspende,285446,0
2015-01-06,25.0,once,Dauerspende,284771,0
2015-01-06,2.75,once,Mitgliedsbeitrag,173621,0
2015-01-07,5.0,once,Dauerspende,285822,0
2015-01-07,50.0,once,Dauerspende,285229,0
2015-01-07,5.0,once,Geldspende,636953,1
2015-01-07,5.0,once,Geldspende,636953,1
2015-01-07,24.4,once,Zehnt,240594,1
2015-01-07,11.0,once,Mitgliedsbeitrag,173528,0
2015-01-07,5.0,once,Geldspende,636953,1
2015-01-07,25.0,once,Geldspende,636957,0
2015-01-07,50.0,once,Spendenformular,175670,0
2015-01-08,30.0,once,Dauerspende,284774,0
2015-01-08,600.0,once,Dauerspende,284764,0
2015-01-08,50.0,once,Dauerspende,284781,0
2015-01-08,66.0,once,Dauerspende,286508,0
2015-01-08,83.47,once,Geldspende,335626,1
2015-01-08,40.0,once,Geldspende,407376,0
2015-01-08,100.0,once,Mitgliedsbeitrag,174493,0
2015-01-08,30.0,once,Mitgliedsbeitrag,173456,0
2015-01-08,5.0,once,Dauerspende,369947,0
2015-01-08,15.0,once,Mitgliedsbeitrag,173604,0
2015-01-09,200.0,once,Geldspende,638130,1
2015-01-09,10.0,once,Mitgliedsbeitrag,174517,0
2015-01-09,500.0,once,Geldspende,1528504,1
2015-01-09,100.0,once,Geldspende,353549,0
2015-01-09,36.0,once,Mitgliedsbeitrag,173518,0
2015-01-09,10.0,once,Dauerspende,284786,0
2015-01-09,20.0,once,Dauerspende,284785,0
2015-01-09,20.0,once,Geldspende,638135,0
2015-01-10,33.0,once,Mitgliedsbeitrag,173424,0
2015-01-12,8.0,once,Mitgliedsbeitrag,172490,0
2015-01-12,30.0,once,Dauerspende,335972,0
2015-01-12,36.0,once,Mitgliedsbeitrag,173425,0
2015-01-12,2.75,once,Mitgliedsbeitrag,173462,0
2015-01-12,36.0,once,Mitgliedsbeitrag,173670,0
2015-01-12,10.0,once,Dauerspende,285452,0
2015-01-12,2.75,once,Mitgliedsbeitrag,173453,0
2015-01-12,42.0,once,Mitgliedsbeitrag,621841,0
2015-01-12,120.0,once,Mitgliedsbeitrag,173635,0
2015-01-12,30.0,once,Dauerspende,286509,0
2015-01-12,800.0,once,Zehnt,240586,1
2015-01-12,30.0,once,Geldspende,568328,0
2015-01-12,200.0,once,Geldspende,638490,0
2015-01-13,72.0,once,Mitgliedsbeitrag,174486,0
2015-01-13,200.0,once,Geldspende,599419,1
2015-01-13,36.0,once,Mitgliedsbeitrag,174513,0
2015-01-13,50.0,once,Geldspende,285471,0
2015-01-13,20.0,once,Geldspende,638842,0
2015-01-13,10.0,once,Mitgliedsbeitrag,173495,0
2015-01-13,20.0,once,Mitgliedsbeitrag,173679,0
2015-01-13,30.0,once,Mitgliedsbeitrag,173548,0
2015-01-13,60.0,once,Mitgliedsbeitrag,173457,0
2015-01-13,20.0,once,Dauerspende,285454,0
2015-01-13,10.0,once,Mitgliedsbeitrag,173719,0
2015-01-13,3.0,once,Mitgliedsbeitrag,173740,0
2015-01-13,50.0,once,Mitgliedsbeitrag,173610,0
2015-01-13,10.0,once,Dauerspende,381850,0
2015-01-13,33.0,once,Mitgliedsbeitrag,173744,0
2015-01-13,276.26,once,Geldspende,638838,1
2015-01-13,33.0,once,Mitgliedsbeitrag,173677,0
2015-01-13,15.0,once,Dauerspende,288669,0
2015-01-13,300.0,once,Zehnt,240569,1
2015-01-13,276.26,once,Geldspende,638838,1
2015-01-14,31.0,once,Geldspende,571240,1
2015-01-14,5.0,monthly,Mitglied-/Patenschaften,598824,0
2015-01-14,20.0,once,Spendenformular,175697,0
2015-01-14,1200.0,once,Spendenformular,1595463,1
2015-01-14,33.0,annually,Mitgliedsbeitrag,370523,0
2015-01-14,33.0,annually,Mitglied-/Patenschaften,635316,0
2015-01-14,16.5,half-yearly,Mitglied-/Patenschaften,635175,0
2015-01-14,10.0,monthly,Spendenformular,635152,0
2015-01-14,100.0,once,Spendenformular,635060,0
2015-01-14,2.5,once,Dauerspende,449198,0
2015-01-14,68.0,once,Mitgliedsbeitrag,173573,0
2015-01-14,25.0,once,Geldspende,640425,0
2015-01-14,33.0,once,Mitgliedsbeitrag,173607,0
2015-01-14,1.0,once,Geldspende,640424,1
2015-01-14,200.0,once,Mitgliedsbeitrag,173468,0
2015-01-14,10.0,monthly,Spendenformular,634079,0
2015-01-14,50.0,annually,Mitglied-/Patenschaften,634389,0
2015-01-15,5.0,once,Dauerspende,285473,0
2015-01-15,100.0,once,Dauerspende,640446,0
2015-01-15,100.0,once,Mitgliedsbeitrag,173517,0
2015-01-15,33.0,once,Mitgliedsbeitrag,173433,0
2015-01-15,30.0,once,Dauerspende,285467,0
2015-01-15,10.0,once,Mitgliedsbeitrag,173609,0
2015-01-15,36.0,once,Mitgliedsbeitrag,173622,0
2015-01-15,5.0,once,Mitgliedsbeitrag,173508,0
2015-01-15,21.0,once,Dauerspende,285468,0
2015-01-15,5.0,once,Dauerspende,285470,0
2015-01-15,68.0,once,Zehnt,240604,1
2015-01-15,105.19,once,Zehnt,240362,1
2015-01-15,50.0,once,Dauerspende,352890,0
2015-01-15,10.0,once,Mitgliedsbeitrag,174477,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174338,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174339,0
2015-01-16,18.5,half-yearly,Mitgliedsbeitrag,174342,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174341,0
2015-01-16,61.36,annually,Mitgliedsbeitrag,174343,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174315,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174345,0
2015-01-16,51.13,annually,Mitgliedsbeitrag,174346,0
2015-01-16,15.34,quarterly,Mitgliedsbeitrag,174347,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174307,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174337,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174344,0
2015-01-16,15.0,quarterly,Mitgliedsbeitrag,174336,0
2015-01-16,30.68,half-yearly,Mitgliedsbeitrag,174363,0
2015-01-16,15.0,quarterly,Mitgliedsbeitrag,174334,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174350,0
2015-01-16,30.68,half-yearly,Mitgliedsbeitrag,174351,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174353,0
2015-01-16,132.0,annually,Mitgliedsbeitrag,174354,0
2015-01-16,15.0,quarterly,Mitgliedsbeitrag,174355,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174356,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174358,0
2015-01-16,66.0,annually,Mitgliedsbeitrag,174359,0
2015-01-16,8.25,quarterly,Mitgliedsbeitrag,174360,0
2015-01-16,24.0,half-yearly,Mitgliedsbeitrag,174361,0
2015-01-16,16.5,quarterly,Mitgliedsbeitrag,174362,0
2015-01-16,30.68,half-yearly,Mitgliedsbeitrag,174364,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,174365,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174366,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174329,0
2015-01-16,8.25,quarterly,Mitgliedsbeitrag,174330,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174331,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174332,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174333,0
2015-01-16,21.0,half-yearly,Mitgliedsbeitrag,174335,0
2015-01-16,48.0,annually,Mitgliedsbeitrag,174308,0
2015-01-16,30.0,quarterly,Mitgliedsbeitrag,173347,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174310,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,173364,0
2015-01-16,16.5,quarterly,Mitgliedsbeitrag,173363,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,173362,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174328,0
2015-01-16,50.0,annually,Mitgliedsbeitrag,174327,0
2015-01-16,48.0,annually,Mitgliedsbeitrag,174326,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174324,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174322,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174311,0
2015-01-16,120.0,half-yearly,Mitgliedsbeitrag,174321,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174320,0
2015-01-16,23.01,quarterly,Mitgliedsbeitrag,174319,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174318,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174313,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174314,0
2015-01-16,30.68,half-yearly,Mitgliedsbeitrag,173365,0
2015-01-16,15.0,quarterly,Mitgliedsbeitrag,174309,0
2015-01-16,15.0,quarterly,Mitgliedsbeitrag,173366,0
2015-01-16,8.25,quarterly,Mitgliedsbeitrag,173368,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174349,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,173349,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,173348,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174316,0
2015-01-16,50.0,annually,Mitgliedsbeitrag,173344,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,173343,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174306,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174305,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174304,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,174303,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174174,0
2015-01-16,9.0,quarterly,Mitgliedsbeitrag,173375,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,173373,0
2015-01-16,8.25,quarterly,Mitgliedsbeitrag,173371,0
2015-01-16,30.0,quarterly,Mitgliedsbeitrag,173370,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,173367,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174348,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,364231,1
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174384,0
2015-01-16,50.0,monthly,Mitgliedsbeitrag,174426,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174427,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174428,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174429,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,174430,0
2015-01-16,24.0,half-yearly,Mitgliedsbeitrag,174431,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174418,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174404,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174405,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,174406,0
2015-01-16,21.0,half-yearly,Mitgliedsbeitrag,174407,0
2015-01-16,35.0,annually,Mitgliedsbeitrag,174408,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174409,0
2015-01-16,122.71,annually,Mitgliedsbeitrag,174410,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174411,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174425,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174412,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174424,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174422,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,173350,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174436,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174437,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174438,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174439,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174440,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174441,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174442,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174443,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174444,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174446,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174447,0
2015-01-16,100.0,annually,Mitgliedsbeitrag,174419,0
2015-01-16,50.0,annually,Mitgliedsbeitrag,174420,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174421,0
2015-01-16,80.0,annually,Mitgliedsbeitrag,174423,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174413,0
2015-01-16,122.71,annually,Mitgliedsbeitrag,174414,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174415,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174368,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174369,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174370,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174371,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,174372,0
2015-01-16,9.0,quarterly,Mitgliedsbeitrag,174373,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174374,0
2015-01-16,30.0,quarterly,Mitgliedsbeitrag,174375,0
2015-01-16,76.69,quarterly,Mitgliedsbeitrag,174376,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174378,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174379,0
2015-01-16,132.0,annually,Mitgliedsbeitrag,174380,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174381,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174382,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,174383,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174367,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174403,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174402,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174401,0
2015-01-16,50.0,annually,Mitgliedsbeitrag,174416,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174417,0
2015-01-16,33.0,annually,Mitgliedsbeitrag,174386,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,174387,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,174388,0
2015-01-16,120.0,annually,Mitgliedsbeitrag,174389,0
2015-01-16,200.0,annually,Mitgliedsbeitrag,257821,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174385,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174392,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,174394,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,174395,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174396,0
2015-01-16,300.0,annually,Mitgliedsbeitrag,174397,0
2015-01-16,30.68,half-yearly,Mitgliedsbeitrag,174398,0
2015-01-16,8.25,quarterly,Mitgliedsbeitrag,174399,0
2015-01-16,60.0,annually,Mitgliedsbeitrag,174400,0
2015-01-16,25.0,monthly,Mitgliedsbeitrag,174393,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,173351,0
2015-01-16,12.0,quarterly,Mitgliedsbeitrag,236173,0
2015-01-16,18.0,half-yearly,Mitgliedsbeitrag,173353,0
2015-01-16,24.0,half-yearly,Mitgliedsbeitrag,173247,0
2015-01-16,15.0,quarterly,Mitgliedsbeitrag,173222,0
2015-01-16,15.0,quarterly,Mitgliedsbeitrag,173223,0
2015-01-16,36.0,annually,Mitgliedsbeitrag,173227,0
2015-01-16,9.0,quarterly,Mitgliedsbeitrag,173228,0
2015-01-16,96.0,half-yearly,Mitgliedsbeitrag,173229,0
2015-01-16,60.0,half-yearly,Mitgliedsbeitrag,173232,0
2015-01-16,45.0,half-yearly,Mitgliedsbeitrag,173233,0
2015-01-16,16.5,half-yearly,Mitgliedsbeitrag,173234,0
2015-01-16,30.0,half-yearly,Mitgliedsbeitrag,173235,0
